"","houses","numocc","numFem","numMale","oldest","youngest","headsex","headage","net","under5","under1","under18","periph","lat","lon","hspray","site","elev","lang"
"2289","KBK_9_0081",8,6,2,40.79,1.76,"M",40.79,0,2,0,5,0,0.22193,34.95244,0,1,1646,4
"2290","KBK_9_0071",2,1,1,68.81,12.77,"F",68.81,0,0,0,1,1,0.22195,34.95213,0,1,1636,4
"2291","KBK_9_0091",5,3,2,32.78,2.76,"F",32.78,0,1,0,4,1,0.22198,34.95642,0,1,1702,4
"2292","KBK_9_0044",1,1,0,70.81,70.81,"F",70.81,0,0,0,0,0,0.222,34.95598,0,1,1652,5
"2293","KBK_9_0075",4,3,1,28.78,2.76,"M",28.78,2,2,0,2,0,0.22202,34.9526,0,1,1670,4
"2294","KBK_7_0006",2,2,0,66.8,7.76,"F",66.8,0,0,0,1,0,0.22204,34.9626,0,1,1701,4
"2295","KBK_9_0128",5,1,4,49.85,2.82,"M",49.85,0,1,0,3,0,0.22205,34.95523,0,1,1646,4
"2296","KBK_7_0090",4,1,3,34.78,5.76,"M",34.78,2,0,0,2,0,0.2221,34.96244,0,1,1693,4
"2297","KBK_7_0085",6,2,4,47.79,1.76,"M",47.79,0,1,0,4,1,0.22215,34.96188,0,1,1695,4
"2298","KBK_7_0082",5,4,1,82.82,1.76,"M",82.82,0,1,0,2,0,0.22216,34.96123,0,1,1690,4
"2299","KBK_9_0080",7,5,2,49.79,6.77,"M",49.79,0,0,0,4,0,0.22218,34.95306,0,1,1652,4
"2300","KBK_9_0036",6,3,3,53.79,4.76,NA,NA,0,1,0,2,0,0.22226,34.95935,0,1,1658,4
"2301","KBK_9_0072",2,1,1,90.82,66.81,"M",90.82,0,0,0,0,0,0.22227,34.95157,0,1,1630,4
"2302","KBK_9_0070",4,3,1,45.79,4.76,"M",45.79,0,1,0,1,0,0.22233,34.95355,0,1,1648,4
"2303","KBK_7_0005",7,1,6,47.79,2.76,"M",47.79,4,1,0,5,0,0.22236,34.96269,0,1,1701,4
"2304","KBK_7_0087",5,2,3,25.78,1.76,"F",25.78,0,2,0,4,0,0.22236,34.9615,0,1,1690,4
"2305","KBK_8_0043",12,7,5,60.85,2.81,"M",60.85,0,1,0,4,1,0.22236,34.97236,0,1,1750,5
"2306","KBK_9_0041",7,4,3,66.81,10.77,"M",66.81,1,0,0,3,0,0.22239,34.95688,0,1,1655,4
"2307","KBK_7_0088",3,3,0,63.8,0.76,"F",63.8,0,1,1,1,0,0.22241,34.9617,0,1,1692,4
"2308","KBK_9_0074",3,1,2,58.8,5.76,"M",58.8,0,0,0,1,0,0.22242,34.95175,0,1,1631,4
"2309","KBK_7_0070",5,3,2,59.8,11.77,"M",59.8,0,0,0,3,0,0.22243,34.96033,0,1,1665,4
"2310","KBK_9_0049",5,3,2,42.79,0.76,"M",42.79,0,2,1,3,0,0.22245,34.95456,0,1,1648,4
"2311","KBK_9_0042",3,2,1,27.78,1.76,NA,NA,0,2,0,2,0,0.22246,34.95699,0,1,1655,4
"2312","KBK_9_0043",7,4,3,41.79,2.76,"F",41.79,1,1,0,4,0,0.22259,34.95616,0,1,1654,5
"2313","KBK_7_0057",7,3,4,47.79,3.76,"M",47.79,2,1,0,4,0,0.22261,34.9605,0,1,1666,4
"2314","KBK_9_0077",4,2,2,22.78,0.76,"M",22.78,0,2,1,2,0,0.22262,34.95316,0,1,1658,4
"2315","KBK_9_0076",5,3,2,56.8,10.77,"M",56.8,0,0,0,2,0,0.22265,34.95305,0,1,1660,4
"2316","KBK_9_0068",2,1,1,22.78,20.78,"M",22.78,0,0,0,0,0,0.22269,34.95376,0,1,1651,4
"2317","KBK_9_0108",3,1,2,50.8,13.77,"M",50.8,0,0,0,1,0,0.22269,34.95832,0,1,1657,4
"2318","KBK_7_0084",7,3,4,52.79,1.76,"M",52.79,0,2,0,4,0,0.2227,34.9613,0,1,1688,4
"2319","KBK_1_0055",2,1,1,80.8,62.79,"M",80.8,0,0,0,0,0,0.22275,34.95042,0,1,1621,4
"2320","KBK_1_0056",4,2,2,30.6,0.75,"F",30.6,0,3,1,3,0,0.22275,34.95047,0,1,1621,4
"2321","KBK_9_0069",6,2,4,35.79,1.76,NA,NA,0,2,0,5,0,0.22279,34.95356,0,1,1648,4
"2322","KBK_9_0064",7,3,4,35.79,0.76,"F",35.79,1,2,1,4,1,0.22285,34.95512,0,1,1669,4
"2323","KBK_9_0066",2,1,1,20.78,17.77,"M",20.78,0,0,0,1,0,0.22286,34.95391,0,1,1652,4
"2324","KBK_7_0004",3,1,2,38.78,10.76,"F",38.78,3,0,0,2,0,0.22288,34.96302,0,1,1692,5
"2325","KBK_7_0067",5,4,1,35.78,2.76,"M",35.78,0,1,0,3,0,0.22303,34.96105,0,1,1675,4
"2326","KBK_1_0048",3,1,2,20.76,0.75,"M",20.76,0,1,1,1,0,0.22311,34.95142,0,1,1618,4
"2327","KBK_7_0001",4,1,3,57.79,3.76,"M",57.79,0,1,0,2,0,0.22314,34.96361,0,1,1687,5
"2328","KBK_9_0052",5,1,4,43.79,0.76,"M",43.79,0,3,1,3,0,0.22316,34.95438,0,1,1645,4
"2329","KBK_7_0003",2,1,1,68.8,16.77,"F",68.8,0,0,0,1,0,0.22318,34.96289,0,1,1687,5
"2330","KBK_7_0002",4,2,2,70.81,8.76,"F",70.81,0,0,0,2,0,0.22324,34.96324,0,1,1686,5
"2331","KBK_7_0068",5,1,4,44.79,9.76,"M",44.79,0,0,0,2,1,0.22324,34.96039,0,1,1658,4
"2332","KBK_7_0069",5,3,2,28.78,4.76,NA,NA,0,1,0,4,0,0.22326,34.96037,0,1,1658,4
"2333","KBK_1_0049",3,1,2,23.76,3.75,"M",23.76,0,1,0,1,0,0.22328,34.95157,0,1,1618,4
"2334","KBK_1_0051",4,2,2,27.76,1.75,"M",27.76,0,2,0,2,0,0.22328,34.95176,0,1,1621,4
"2335","KBK_7_0104",8,5,3,38.84,1.81,"M",38.84,2,2,0,6,0,0.22352,34.96287,0,1,1687,4
"2336","KBK_7_0105",7,3,4,45.84,1.81,"M",45.84,0,2,0,5,0,0.22362,34.96366,0,1,1689,4
"2337","KBK_7_0066",6,2,4,44.79,4.76,"M",44.79,0,1,0,4,0,0.22368,34.96086,0,1,1666,4
"2338","KBK_9_0053",1,1,0,84.82,84.82,"F",84.82,0,0,0,0,0,0.22373,34.95455,0,1,1640,4
"2339","KBK_1_0052",9,7,2,52.78,0.5,"M",52.78,2,1,1,4,1,0.22374,34.95195,0,1,1628,4
"2340","KBK_9_0035",3,3,0,70.81,20.77,"F",70.81,0,0,0,0,0,0.22386,34.959,0,1,1648,4
"2341","KBK_7_0065",4,3,1,48.79,2.76,NA,NA,0,1,0,1,0,0.22392,34.96142,0,1,1667,4
"2342","KBK_1_0061",4,2,2,30.1,0.75,"M",30.1,0,1,1,2,0,0.22393,34.9516,0,1,1622,4
"2343","KBK_9_0054",8,5,3,62.8,10.77,"M",62.8,2,0,0,3,0,0.22394,34.95458,0,1,1638,4
"2344","KBK_1_0060",4,2,2,27.76,0.75,"M",27.76,2,1,1,2,0,0.22395,34.95178,0,1,1615,4
"2345","KBK_9_0034",4,2,2,25.78,0.76,"M",25.78,0,2,1,2,0,0.22397,34.95907,0,1,1650,4
"2346","KBK_4_0052",2,2,0,24.83,2.82,NA,NA,2,1,0,1,0,0.22403,34.97546,0,1,1770,4
"2347","KBK_1_0054",6,2,4,39.19,3.08,"F",39.19,1,1,0,4,0,0.22407,34.95139,0,1,1637,4
"2348","KBK_9_0096",6,4,2,45.79,4.76,"F",45.79,0,1,0,1,0,0.22408,34.95725,0,1,1629,4
"2349","KBK_9_0095",9,6,3,60.8,1.76,NA,NA,0,2,0,5,0,0.22409,34.95695,0,1,1613,4
"2350","KBK_1_0057",1,1,0,70.79,70.79,"F",70.79,0,0,0,0,0,0.2241,34.95093,0,1,1603,4
"2351","KBK_9_0023",3,1,2,23.86,2.51,"M",23.86,0,1,0,2,0,0.22412,34.95904,0,1,1649,4
"2352","KBK_9_0105",4,3,1,34.79,10.77,"F",34.79,0,0,0,3,0,0.22413,34.95787,0,1,1648,4
"2353","KBK_4_0046",3,3,0,36.84,1.81,NA,NA,0,2,0,2,0,0.22415,34.97328,0,1,1738,4
"2354","KBK_1_0059",8,6,2,38.94,1.75,"F",38.94,2,3,0,6,0,0.2242,34.95119,0,1,1610,4
"2355","KBK_9_0055",2,1,1,23.78,20.77,"M",23.78,2,0,0,0,0,0.22427,34.95508,0,1,1639,4
"2356","KBK_4_0050",2,1,1,71.86,65.86,"M",71.86,2,0,0,0,0,0.22428,34.9753,0,1,1770,4
"2357","KBK_8_0042",6,4,2,29.83,3.81,"F",29.83,1,1,0,5,0,0.2243,34.97275,0,1,1738,5
"2358","KBK_9_0018",4,3,1,36.78,1.76,"M",36.78,0,2,0,2,0,0.2243,34.95992,0,1,1619,4
"2359","KBK_1_0046",9,7,2,40.77,0.75,"M",40.77,2,2,1,7,0,0.22432,34.95169,0,1,1630,4
"2360","KBK_7_0107",7,3,4,24.08,4.4,NA,NA,0,1,0,6,1,0.22432,34.96376,0,1,1679,4
"2361","KBK_9_0017",7,3,4,62.8,6.76,"M",62.8,0,0,0,3,0,0.22433,34.95999,0,1,1607,4
"2362","KBK_4_0047",6,3,3,36.84,0.81,NA,NA,2,2,1,5,0,0.22437,34.97439,0,1,1751,4
"2363","KBK_9_0098",2,1,1,22.78,2.76,NA,NA,0,1,0,1,0,0.22439,34.95726,0,1,1632,4
"2364","KBK_9_0097",8,3,5,50.8,2.76,"M",50.8,0,2,0,5,0,0.22442,34.95704,0,1,1627,4
"2365","KBK_9_0060",5,3,2,48.79,0.76,"F",48.79,1,1,1,2,0,0.22443,34.95435,0,1,1643,4
"2366","KBK_8_0040",4,2,2,31.83,5.81,NA,NA,4,0,0,3,0,0.22448,34.97176,0,1,1731,4
"2367","KBK_1_0045",10,6,4,66.79,0.75,"M",66.79,5,1,1,6,1,0.2245,34.9523,0,1,1618,4
"2368","KBK_7_0102",1,1,0,46.85,46.85,"F",46.85,1,0,0,0,0,0.2245,34.96296,0,1,1664,4
"2369","KBK_7_0103",1,1,0,70.86,70.86,"F",70.86,0,0,0,0,0,0.22451,34.96337,0,1,1666,4
"2370","KBK_8_0041",1,1,0,70.86,70.86,"F",70.86,0,0,0,0,0,0.22453,34.97256,0,1,1737,5
"2371","KBK_9_0032",6,5,1,50.79,3.76,"M",50.79,3,2,0,4,0,0.22453,34.95865,0,1,1642,4
"2372","KBK_9_0061",1,1,0,93.82,93.82,"F",93.82,0,0,0,0,0,0.22453,34.9544,1,1,1643,4
"2373","KBK_4_0054",3,2,1,28.83,1.81,NA,NA,0,2,0,2,0,0.22459,34.9756,0,1,1774,4
"2374","KBK_7_0100",8,4,4,56.85,3.82,"M",56.85,0,1,0,5,0,0.22464,34.96234,0,1,1662,4
"2375","KBK_9_0103",11,5,6,44.79,1.76,"M",44.79,0,3,0,8,0,0.22464,34.95759,0,1,1640,4
"2376","KBK_9_0104",4,1,3,36.79,1.76,"M",36.79,0,2,0,2,0,0.22474,34.95726,0,1,1639,4
"2377","KBK_9_0059",4,1,3,39.79,2.76,"M",39.79,0,1,0,2,0,0.22476,34.95485,0,1,1641,4
"2378","KBK_4_0053",5,2,3,40.84,0.81,"M",40.84,1,1,1,3,0,0.22479,34.97526,0,1,1771,4
"2379","KBK_7_0060",12,7,5,60.8,1.76,"M",60.8,0,3,0,8,0,0.22482,34.96173,0,1,1649,4
"2380","KBK_1_0062",4,2,2,28.76,5.75,"M",28.76,2,0,0,2,0,0.2249,34.95109,0,1,1641,4
"2381","KBK_9_0101",6,3,3,38.79,2.76,"F",38.79,0,1,0,5,0,0.2249,34.95764,0,1,1637,4
"2382","KBK_9_0027",3,1,2,52.79,12.77,"M",52.79,2,0,0,1,0,0.22492,34.95895,0,1,1642,4
"2383","KBK_4_0051",2,1,1,14.82,8.82,NA,NA,2,0,0,2,0,0.22497,34.97551,0,1,1778,4
"2384","KBK_4_0055",5,5,0,68.86,6.82,"F",68.86,0,0,0,3,0,0.22497,34.97664,0,1,1796,4
"2385","KBK_9_0020",1,1,0,61.8,61.8,"F",61.8,0,0,0,0,0,0.22498,34.95953,0,1,1627,4
"2386","KBK_9_0028",2,2,0,69.81,20.77,"F",69.81,0,0,0,0,1,0.22498,34.95915,0,1,1644,4
"2387","KBK_7_0059",5,4,1,57.79,1.76,NA,NA,4,1,0,3,0,0.22501,34.96239,0,1,1639,4
"2388","KBK_1_0063",4,2,2,78.8,10.75,"M",78.8,0,0,0,2,0,0.22503,34.95127,0,1,1648,4
"2389","KBK_1_0041",6,4,2,56.78,10.75,"M",56.78,1,0,0,4,0,0.22504,34.95335,6,1,1588,4
"2390","KBK_9_0099",1,1,0,60.8,60.8,"F",60.8,0,0,0,0,0,0.22504,34.9579,0,1,1630,4
"2391","KBK_9_0014",4,2,2,29.78,3.76,"M",29.78,0,1,0,2,0,0.22505,34.96135,0,1,1654,4
"2392","KBK_9_0026",3,2,1,21.77,2.76,NA,NA,0,2,0,2,1,0.22508,34.95811,0,1,1635,4
"2393","KBK_4_0065",1,1,0,36.84,36.84,"F",36.84,1,0,0,0,0,0.22512,34.97844,0,1,1828,4
"2394","KBK_7_0099",3,2,1,70.86,45.84,"M",50.85,0,0,0,0,0,0.22515,34.96256,0,1,1652,4
"2395","KBK_4_0064",1,1,0,65.86,65.86,"F",65.86,1,0,0,0,0,0.22519,34.9785,0,1,1828,4
"2396","KBK_9_0013",7,4,3,60.8,4.76,"M",60.8,1,1,0,3,0,0.2252,34.96146,0,1,1654,4
"2397","KBK_1_0042",13,6,7,60.29,1.16,"M",60.29,0,3,0,6,1,0.22521,34.95257,0,1,1610,4
"2398","KBK_4_0010",8,3,5,48.85,0.81,"M",48.85,0,1,1,5,0,0.22521,34.97545,0,1,1775,4
"2399","KBK_1_0064",2,1,1,40.77,1.58,"F",40.77,0,1,0,1,0,0.22526,34.95174,0,1,1620,4
"2400","KBK_4_0009",1,1,0,35.84,35.84,"F",35.84,0,0,0,0,0,0.22531,34.97517,0,1,1771,4
"2401","KBK_4_0063",5,2,3,46.85,7.82,"M",46.85,0,0,0,3,0,0.22533,34.97866,0,1,1830,4
"2402","KBK_4_0011",7,3,4,35.84,2.82,"M",35.84,7,1,0,5,0,0.22536,34.976,0,1,1789,4
"2403","KBK_9_0009",7,3,4,37.78,2.76,"M",37.78,0,2,0,5,0,0.22537,34.96282,0,1,1650,4
"2404","KBK_9_0030",4,2,2,30.78,2.76,NA,NA,0,2,0,3,0,0.22545,34.95896,0,1,1640,4
"2405","KBK_4_0003",5,3,2,34.84,6.82,"F",34.84,0,0,0,4,0,0.22549,34.97166,0,1,1691,5
"2406","KBK_9_0119",5,2,3,38.84,4.82,"M",38.84,0,1,0,3,0,0.22549,34.96277,0,1,1643,5
"2407","KBK_9_0024",7,2,5,55.8,8.76,"M",55.8,0,0,0,3,1,0.2255,34.95928,0,1,1642,4
"2408","KBK_7_0058",8,3,5,56.79,1.76,"M",56.79,0,2,0,4,1,0.22554,34.96255,0,1,1625,4
"2409","KBK_4_0007",2,1,1,51.85,48.85,"M",51.85,2,0,0,0,0,0.22555,34.97409,0,1,1742,4
"2410","KBK_1_0040",9,4,5,42.36,1.75,NA,NA,1,3,0,7,0,0.22558,34.95406,0,1,1641,4
"2411","KBK_4_0013",5,3,2,25.83,0.81,"F",25.83,0,2,1,4,0,0.2256,34.97582,0,1,1792,4
"2412","KBK_9_0006",1,1,0,65.8,65.8,"F",65.8,1,0,0,0,0,0.22561,34.96308,0,1,1644,4
"2413","KBK_9_0011",9,7,2,40.79,3.76,"M",40.79,0,1,0,7,0,0.22563,34.96207,0,1,1652,4
"2414","KBK_9_0007",6,3,3,47.79,3.76,NA,NA,2,1,0,4,0,0.22564,34.96315,0,1,1645,4
"2415","KBK_4_0006",6,3,3,30.84,1.81,"M",30.84,6,2,0,4,0,0.22565,34.9731,0,1,1723,4
"2416","KBK_4_0056",6,4,2,44.84,2.82,"F",44.84,0,1,0,3,0,0.22566,34.97666,0,1,1799,4
"2417","KBK_9_0010",5,4,1,40.79,5.76,"M",40.79,0,0,0,3,0,0.2257,34.96238,0,1,1648,4
"2418","KBK_1_0020",6,1,5,38.27,1,"M",38.27,0,2,1,4,0,0.22573,34.95555,0,1,1654,4
"2419","KBK_1_0021",7,4,3,42.53,3.33,"M",42.53,0,1,0,5,0,0.22573,34.95649,7,1,1642,5
"2420","KBK_4_0058",3,2,1,29.83,2.82,NA,NA,0,2,0,2,0,0.22579,34.97794,0,1,1812,4
"2421","KBK_4_0004",6,2,4,34.84,1.81,"M",34.84,1,2,0,4,0,0.22589,34.97257,0,1,1708,5
"2422","KBK_4_0066",4,1,3,66.86,7.82,"M",66.86,0,0,0,2,0,0.22596,34.97878,0,1,1839,4
"2423","KBK_1_0005",5,3,2,41.4,3.87,"M",41.4,5,1,0,3,0,0.22601,34.95756,5,1,1628,5
"2424","KBK_1_0069",2,1,1,68.79,55.78,"M",68.79,0,0,0,0,0,0.22603,34.95313,0,1,1663,4
"2425","KBK_4_0005",4,3,1,39.84,4.82,NA,NA,4,1,0,3,0,0.22603,34.97295,0,1,1718,4
"2426","KBK_9_0118",5,2,3,37.84,3.82,"M",37.84,0,1,0,3,0,0.22605,34.96262,0,1,1625,5
"2427","KBK_4_0057",2,1,1,82.87,72.86,"M",82.87,0,0,0,0,0,0.2261,34.97655,0,1,1796,4
"2428","KBK_1_0024",2,1,1,52.78,49.78,"M",52.78,0,0,0,0,0,0.22612,34.95572,0,1,1648,4
"2429","KBK_4_0059",8,4,4,38.84,2.82,"M",38.84,1,2,0,6,0,0.22619,34.97816,0,1,1819,4
"2430","KBK_1_0066",2,2,0,50.78,23.76,"F",50.78,1,0,0,0,1,0.22623,34.95372,0,1,1655,4
"2431","KBK_4_0061",7,5,2,51.85,3.82,"M",51.85,0,1,0,5,0,0.22627,34.97806,0,1,1815,4
"2432","KBK_4_0068",3,1,2,88.87,12.82,"F",88.87,0,0,0,2,0,0.22636,34.97899,0,1,1852,4
"2433","KBK_4_0032",1,1,0,72.86,72.86,"F",72.86,0,0,0,0,0,0.2264,34.97587,0,1,1789,4
"2434","KBK_1_0068",5,2,3,35.77,4.75,"F",35.77,5,1,0,4,0,0.22645,34.95297,0,1,1670,4
"2435","KBK_1_0038",4,3,1,72.79,10.75,"M",72.79,0,0,0,1,1,0.22647,34.95428,0,1,1655,4
"2436","KBK_4_0014",4,2,2,40.84,8.82,NA,NA,0,0,0,3,0,0.22653,34.97754,0,1,1806,4
"2437","KBK_4_0062",4,4,0,35.84,9.82,"F",35.84,0,0,0,3,0,0.22656,34.97814,0,1,1815,4
"2438","KBK_9_0003",4,3,1,30.78,4.76,NA,NA,0,1,0,3,0,0.22656,34.9635,0,1,1633,4
"2439","KBK_4_0002",1,1,0,67.86,67.86,"F",67.86,0,0,0,0,0,0.22661,34.97177,0,1,1683,5
"2440","KBK_4_0030",7,3,4,47.85,6.82,"M",47.85,4,0,0,4,0,0.22665,34.97574,0,1,1779,4
"2441","KBK_1_0034",3,3,0,58.79,6.75,"F",58.79,1,0,0,2,1,0.22667,34.95482,0,1,1654,4
"2442","KBK_4_0031",2,1,1,55.85,23.83,"M",55.85,0,0,0,0,0,0.22671,34.97546,0,1,1783,4
"2443","KBK_1_0019",2,2,0,67.79,18.76,"F",67.79,0,0,0,0,1,0.22672,34.9553,0,1,1662,4
"2444","KBK_1_0033",3,1,2,23.68,1.16,NA,NA,0,1,0,2,0,0.22678,34.95542,0,1,1650,4
"2445","KBK_1_0035",2,1,1,26.76,24.01,"M",26.76,0,0,0,0,0,0.22682,34.95473,0,1,1658,4
"2446","KBK_1_0029",3,1,2,23.68,1.66,"M",23.68,3,1,0,1,0,0.22683,34.95534,0,1,1644,4
"2447","KBK_3_0084",4,1,3,28.83,1.81,"M",28.83,0,1,0,2,0,0.22688,34.97047,0,1,1711,4
"2448","KBK_8_0023",8,5,3,90.87,0.81,NA,NA,2,3,1,6,0,0.22689,34.96896,0,1,1675,5
"2449","KBK_1_0070",7,4,3,43.78,4.75,"F",43.78,1,1,0,6,0,0.22691,34.95325,0,1,1670,4
"2450","KBK_4_0001",8,4,4,38.84,2.82,"M",38.84,4,1,0,6,0,0.22693,34.97186,0,1,1674,5
"2451","KBK_9_0004",4,2,2,28.78,4.76,NA,NA,0,1,0,3,0,0.22695,34.96349,0,1,1639,4
"2452","KBK_1_0037",4,3,1,27.1,3,"F",27.1,0,2,0,3,0,0.22698,34.95444,0,1,1662,4
"2453","KBK_3_0087",5,4,1,27.83,4.81,"M",27.83,1,1,0,3,0,0.22705,34.97099,0,1,1655,4
"2454","KBK_1_0101",2,1,1,56.79,48.78,"M",56.79,0,0,0,0,0,0.2271,34.95823,0,1,1642,5
"2455","KBK_3_0085",3,3,0,14.82,10.82,NA,NA,0,0,0,3,0,0.22713,34.97066,0,1,1713,4
"2456","KBK_3_0086",2,2,0,38.84,18.82,NA,NA,0,0,0,0,0,0.22713,34.97076,0,1,1713,4
"2457","KBK_1_0074",5,3,2,30.77,1.75,"M",30.77,0,2,0,3,1,0.22718,34.95375,0,1,1679,5
"2458","KBK_4_0016",6,3,3,30.84,0.81,"M",30.84,0,4,1,4,0,0.22722,34.97711,0,1,1795,4
"2459","KBK_3_0083",4,2,2,26.83,2.81,NA,NA,0,1,0,3,0,0.2273,34.9703,0,1,1708,4
"2460","KBK_3_0080",4,3,1,31.83,3.81,"M",31.83,0,1,0,2,0,0.22732,34.97014,0,1,1698,4
"2461","KBK_1_0073",4,1,3,72.79,5.75,"M",72.79,0,0,0,2,0,0.22733,34.95393,0,1,1678,5
"2462","KBK_3_0081",1,1,0,65.85,65.85,"F",65.85,0,0,0,0,0,0.22734,34.97018,0,1,1701,4
"2463","KBK_1_0075",2,1,1,25.76,17.76,"M",25.76,0,0,0,1,0,0.22738,34.95389,0,1,1684,5
"2464","KBK_4_0033",1,1,0,68.86,68.86,"F",68.86,0,0,0,0,0,0.22738,34.97405,0,1,1762,4
"2465","KBK_4_0029",4,2,2,26.83,0.81,"M",26.83,0,1,1,2,0,0.22744,34.97176,0,1,1719,4
"2466","KBK_1_0072",6,2,4,48.78,5.75,"M",48.78,2,0,0,4,1,0.22747,34.95291,0,1,1674,3
"2467","KBK_4_0017",2,2,0,20.83,1.81,NA,NA,0,1,0,1,0,0.22749,34.97743,0,1,1806,4
"2468","KBK_3_0090",4,3,1,34.84,1.81,NA,NA,0,2,0,3,0,0.22757,34.97104,0,1,1709,4
"2469","KBK_9_0002",5,4,1,30.78,3.76,NA,NA,0,1,0,4,0,0.22759,34.9634,0,1,1625,4
"2470","KBK_4_0015",4,1,3,72.86,11.82,"M",72.86,0,0,0,2,0,0.2276,34.97769,0,1,1814,4
"2471","KBK_1_0065",9,6,3,42.78,0.75,"M",42.78,2,2,1,7,0,0.22761,34.95505,0,1,1667,4
"2472","KBK_9_0001",5,4,1,33.78,0.76,NA,NA,0,2,1,4,0,0.2277,34.96286,0,1,1613,4
"2473","KBK_1_0071",2,1,1,67.79,13.75,"F",67.79,0,0,0,1,1,0.22775,34.95336,0,1,1638,4
"2474","KBK_4_0019",4,3,1,56.85,14.82,NA,NA,0,0,0,1,0,0.22776,34.97745,0,1,1811,4
"2475","KBK_8_0022",1,1,0,63.85,63.85,"F",63.85,0,0,0,0,0,0.22787,34.96767,1,1,1650,5
"2476","KBK_4_0037",5,3,2,44.84,5.82,"F",44.84,0,0,0,4,0,0.22792,34.97477,0,1,1770,4
"2477","KBK_1_0016",5,2,3,45.77,10.75,"M",45.77,0,0,0,2,0,0.22798,34.95465,0,1,1669,4
"2478","KBK_4_0021",4,3,1,47.85,19.83,NA,NA,2,0,0,0,0,0.22798,34.97668,0,1,1793,4
"2479","KBK_8_0021",3,1,2,28.83,2.81,"M",28.83,3,1,0,1,0,0.22799,34.96689,0,1,1642,5
"2480","KBK_5_0003",3,2,1,28.84,5.82,"F",28.84,0,0,0,2,0,0.22801,34.97929,0,1,1888,4
"2481","KBK_4_0018",5,3,2,38.84,5.82,"M",38.84,0,0,0,3,0,0.22809,34.97781,0,1,1819,4
"2482","KBK_5_0002",3,1,2,24.83,2.82,"M",24.83,3,1,0,1,0,0.22809,34.97944,0,1,1894,4
"2483","KBK_1_0015",5,3,2,46.78,12.59,"M",46.78,3,0,0,1,1,0.22816,34.95434,0,1,1669,4
"2484","KBK_4_0035",3,2,1,21.83,2.82,"F",21.83,3,1,0,2,0,0.22823,34.97408,0,1,1751,4
"2485","KBK_5_0001",6,5,1,38.84,3.82,"F",38.84,0,1,0,4,0,0.22825,34.97917,0,1,1891,4
"2486","KBK_4_0036",8,4,4,58.85,2.82,"M",58.85,0,1,0,4,0,0.22827,34.97452,0,1,1765,4
"2487","KBK_1_0010",4,3,1,30.76,0.74,NA,NA,0,2,2,3,0,0.22828,34.95323,0,1,1684,4
"2488","KBK_1_0132",7,2,5,43.86,5.84,"M",43.86,7,0,0,4,1,0.22832,34.96085,7,1,1650,5
"2489","KBK_8_0020",6,3,3,39.84,2.81,"M",39.84,3,2,0,4,1,0.22842,34.96634,6,1,1628,5
"2490","KBK_5_0005",1,1,0,57.85,57.85,"F",57.85,0,0,0,0,0,0.22844,34.97952,0,1,1902,4
"2491","KBK_3_0089",7,3,4,30.84,0.81,"F",30.84,0,3,1,6,0,0.22846,34.97003,0,1,1693,4
"2492","KBK_4_0022",3,2,1,27.83,2.82,"M",27.83,0,1,0,1,0,0.22847,34.97665,0,1,1794,5
"2493","KBK_4_0040",4,2,2,47.1,2.82,"M",47.1,0,2,0,2,0,0.22848,34.97515,0,1,1774,4
"2494","KBK_1_0007",5,1,4,70.92,7.62,"M",69.83,0,0,0,3,0,0.2285,34.9531,0,1,1680,4
"2495","KBK_3_0079",5,3,2,66.86,10.82,"F",66.86,0,0,0,3,0,0.2285,34.96939,0,1,1686,4
"2496","KBK_1_0014",4,3,1,44.77,12.17,"M",44.77,2,0,0,2,0,0.22853,34.95389,0,1,1675,4
"2497","KBK_5_0006",2,2,0,23.83,2.82,"F",23.83,0,1,0,1,0,0.22858,34.98017,0,1,1921,4
"2498","KBK_1_0008",4,2,2,23.76,1.58,"F",23.76,0,2,0,3,0,0.22866,34.95299,0,1,1680,4
"2499","KBK_1_0009",4,3,1,34.44,2.91,NA,NA,0,2,0,3,0,0.22866,34.95269,0,1,1683,4
"2500","KBK_4_0041",10,7,3,44.84,6.82,"M",44.84,0,0,0,7,1,0.22866,34.97529,0,1,1777,4
"2501","KBK_4_0039",4,2,2,68.86,10.82,"M",68.86,0,0,0,2,0,0.22868,34.97558,0,1,1779,4
"2502","KBK_3_0088",6,5,1,58.85,6.82,"F",58.85,0,0,0,3,0,0.22869,34.96888,0,1,1675,4
"2503","KBK_8_0019",5,2,3,41.84,3.81,"M",41.84,0,1,0,3,0,0.2288,34.96599,0,1,1610,5
"2504","KBK_1_004",8,3,5,96.77,2.87,"M",39.73,1,1,0,5,1,0.22886,34.95656,0,1,1654,5
"2505","KBK_4_0028",3,1,2,52.85,5.82,"F",52.85,0,0,0,2,0,0.22888,34.97494,0,1,1730,4
"2506","KBK_3_0069",4,1,3,51.85,6.82,"M",51.85,0,0,0,1,0,0.22895,34.9714,0,1,1702,4
"2507","KBK_4_0027",4,3,1,34.84,5.82,NA,NA,0,0,0,3,0,0.22904,34.97513,0,1,1775,4
"2508","KBK_3_0077",3,2,1,22.83,1.81,"M",22.83,0,1,0,1,0,0.22907,34.96871,0,1,1686,4
"2509","KBK_4_0043",3,2,1,22.83,0.81,NA,NA,0,2,1,2,0,0.22909,34.97432,0,1,1762,4
